SK_ID_CURR,TARGET,age,years_employed,income_group,employment_group,age_group,annuity_group,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,loan_income_ratio,annuity_income_ratio,income_per_person,bureau_loan_count,active_loan_count,closed_loan_count,total_external_credit,previous_application_count,approved_application_count,refused_application_count
198797,1,37.632876712328766,2.6246575342465754,Low,2-5 Years,30-40,Very Low Burden,Secondary / secondary special,Single / not married,House / apartment,,112500.0,180000.0,9000.0,1.6,0.08,37500.0,2.0,2.0,0.0,1440000.0,3.0,2.0,1.0
271121,0,38.9013698630137,14.868493150684932,Very Low,10-20 Years,30-40,Low Burden,Secondary / secondary special,Married,House / apartment,Laborers,90000.0,117000.0,11569.5,1.3,0.12855,30000.0,4.0,1.0,3.0,427288.5,2.0,2.0,0.0
272423,0,65.07945205479452,,Low,,60-70,High Burden,Secondary / secondary special,Single / not married,House / apartment,,135000.0,781920.0,25969.5,5.792,0.19236666666666666,135000.0,7.0,1.0,6.0,783261.0,3.0,3.0,0.0
254166,0,46.32876712328767,0.5753424657534246,Low,0-2 Years,40-50,High Burden,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,112500.0,724905.0,26167.5,6.4436,0.2326,56250.0,1.0,0.0,1.0,103275.0,11.0,9.0,0.0
318961,0,31.268493150684932,1.8383561643835618,High,0-2 Years,30-40,High Burden,Secondary / secondary special,Married,House / apartment,Sales staff,166500.0,781920.0,32998.5,4.696216216216216,0.19818918918918918,83250.0,0.0,0.0,0.0,961704.0,1.0,1.0,0.0
210855,0,38.59178082191781,3.663013698630137,Medium,2-5 Years,30-40,Very Low Burden,Secondary / secondary special,Civil marriage,House / apartment,Low-skill Laborers,157500.0,170640.0,13612.5,1.0834285714285714,0.08642857142857142,39375.0,3.0,2.0,1.0,380605.5,10.0,5.0,0.0
308579,0,57.26027397260274,3.6301369863013697,Very High,2-5 Years,50-60,Moderate Burden,Secondary / secondary special,Married,House / apartment,Security staff,270000.0,1546020.0,50004.0,5.726,0.1852,135000.0,9.0,2.0,7.0,3813349.5,2.0,1.0,1.0
401688,0,55.23287671232877,32.43287671232877,Low,20+ Years,50-60,Very High Burden,Higher education,Married,House / apartment,Core staff,112500.0,1288350.0,37669.5,11.452,0.33484,56250.0,6.0,2.0,4.0,623781.0,2.0,1.0,0.0
119153,0,42.917808219178085,6.517808219178082,Very Low,5-10 Years,40-50,Very High Burden,Secondary / secondary special,Married,House / apartment,,67500.0,1072809.0,31495.5,15.893466666666667,0.4666,22500.0,3.0,0.0,3.0,365080.5,3.0,3.0,0.0
186039,0,51.37808219178082,8.66027397260274,High,5-10 Years,50-60,Very Low Burden,Secondary / secondary special,Widow,With parents,Sales staff,180000.0,284031.0,13792.5,1.57795,0.076625,180000.0,4.0,1.0,3.0,510781.5,11.0,7.0,3.0
348675,0,34.53150684931507,1.736986301369863,High,0-2 Years,30-40,Very Low Burden,Higher education,Married,House / apartment,Managers,180000.0,270000.0,13500.0,1.5,0.075,60000.0,12.0,3.0,9.0,5736847.5,2.0,2.0,0.0
309894,0,47.704109589041096,1.484931506849315,Very High,0-2 Years,40-50,Very High Burden,Higher education,Married,House / apartment,Managers,292500.0,1928304.0,73449.0,6.592492307692308,0.2511076923076923,97500.0,13.0,8.0,5.0,6165000.0,1.0,1.0,0.0
428677,0,40.71780821917808,6.4,Medium,5-10 Years,40-50,Very High Burden,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0,1071355.5,45391.5,6.802257142857143,0.2882,52500.0,3.0,0.0,3.0,109040.4,3.0,3.0,0.0
269617,0,37.35616438356164,0.9561643835616438,Low,0-2 Years,30-40,Low Burden,Secondary / secondary special,Separated,House / apartment,,112500.0,156384.0,12231.0,1.39008,0.10872,112500.0,2.0,2.0,0.0,1125000.0,1.0,1.0,0.0
360194,0,37.556164383561644,1.095890410958904,Medium,0-2 Years,30-40,Low Burden,Secondary / secondary special,Married,House / apartment,Laborers,157500.0,301464.0,19395.0,1.914057142857143,0.12314285714285714,78750.0,7.0,2.0,5.0,1263721.5,2.0,2.0,0.0
141921,0,58.967123287671235,,Very Low,,50-60,High Burden,Secondary / secondary special,Single / not married,House / apartment,,67500.0,270000.0,13914.0,4.0,0.20613333333333334,67500.0,0.0,0.0,0.0,961704.0,3.0,2.0,1.0
293296,0,33.917808219178085,6.265753424657534,Very Low,5-10 Years,30-40,Very High Burden,Secondary / secondary special,Married,House / apartment,High skill tech staff,76500.0,526491.0,25456.5,6.882235294117647,0.33276470588235296,38250.0,3.0,3.0,0.0,589500.0,4.0,4.0,0.0
138757,0,40.47671232876712,9.657534246575343,Low,5-10 Years,40-50,Very High Burden,Secondary / secondary special,Married,House / apartment,Cooking staff,112500.0,906615.0,30091.5,8.0588,0.26748,28125.0,7.0,2.0,5.0,448742.25,5.0,5.0,0.0
196259,0,32.345205479452055,1.8136986301369864,Low,0-2 Years,30-40,High Burden,Incomplete higher,Married,House / apartment,Managers,135000.0,630000.0,30438.0,4.666666666666667,0.22546666666666668,67500.0,8.0,0.0,8.0,904135.5,3.0,1.0,2.0
133835,0,48.221917808219175,6.8273972602739725,Low,5-10 Years,40-50,Very High Burden,Secondary / secondary special,Married,House / apartment,Managers,135000.0,450000.0,44509.5,3.3333333333333335,0.3297,67500.0,4.0,0.0,4.0,543456.0,29.0,12.0,15.0
132623,0,63.446575342465756,44.14520547945205,Low,20+ Years,60-70,Low Burden,Secondary / secondary special,Separated,House / apartment,Laborers,112500.0,454500.0,13828.5,4.04,0.12292,112500.0,16.0,5.0,10.0,4392893.07,4.0,3.0,1.0
332048,0,28.21917808219178,4.904109589041096,High,2-5 Years,20-30,Very High Burden,Higher education,Married,With parents,Core staff,202500.0,1024740.0,52321.5,5.060444444444444,0.25837777777777776,101250.0,2.0,1.0,1.0,225585.0,6.0,3.0,0.0
178280,0,39.33424657534247,2.947945205479452,Low,2-5 Years,30-40,Low Burden,Higher education,Married,House / apartment,,135000.0,345289.5,18729.0,2.5577,0.13873333333333332,45000.0,4.0,0.0,4.0,296604.0,4.0,4.0,0.0
256865,0,55.87123287671233,,Medium,,50-60,Moderate Burden,Secondary / secondary special,Single / not married,House / apartment,,157500.0,319500.0,22851.0,2.0285714285714285,0.1450857142857143,157500.0,0.0,0.0,0.0,961704.0,5.0,2.0,0.0
260606,0,32.83013698630137,2.8383561643835615,Low,2-5 Years,30-40,Moderate Burden,Higher education,Civil marriage,House / apartment,,126000.0,207000.0,19854.0,1.6428571428571428,0.15757142857142858,63000.0,3.0,1.0,2.0,360000.0,7.0,5.0,0.0
195398,0,43.75890410958904,1.8986301369863015,Very High,0-2 Years,40-50,Very Low Burden,Secondary / secondary special,Married,House / apartment,Sales staff,382500.0,413235.0,32778.0,1.0803529411764705,0.08569411764705882,191250.0,5.0,4.0,1.0,6456060.0,13.0,4.0,7.0
226550,0,42.224657534246575,11.797260273972602,Medium,10-20 Years,40-50,High Burden,Higher education,Married,House / apartment,Core staff,157500.0,900000.0,32017.5,5.714285714285714,0.2032857142857143,78750.0,13.0,4.0,9.0,3027528.0,2.0,2.0,0.0
300047,0,66.2027397260274,,Very Low,,60-70,Very Low Burden,Secondary / secondary special,Widow,House / apartment,,67500.0,72000.0,5139.0,1.0666666666666667,0.07613333333333333,67500.0,3.0,1.0,2.0,1066500.0,4.0,4.0,0.0
315675,0,24.994520547945207,2.367123287671233,High,2-5 Years,20-30,Very Low Burden,Secondary / secondary special,Married,House / apartment,Laborers,202500.0,679266.0,19597.5,3.3544,0.09677777777777778,101250.0,0.0,0.0,0.0,961704.0,5.0,2.0,0.0
312018,0,50.38630136986301,,Medium,,50-60,Very High Burden,Secondary / secondary special,Married,House / apartment,,162000.0,514602.0,48991.5,3.1765555555555554,0.30241666666666667,54000.0,1.0,1.0,0.0,154597.5,1.0,1.0,0.0
267560,0,45.83013698630137,14.704109589041096,High,10-20 Years,40-50,Very Low Burden,Secondary / secondary special,Married,House / apartment,Laborers,225000.0,337923.0,22711.5,1.50188,0.10094,112500.0,13.0,7.0,6.0,2189052.0,13.0,6.0,7.0
323096,0,23.893150684931506,3.0712328767123287,Very Low,2-5 Years,20-30,High Burden,Higher education,Single / not married,Co-op apartment,Medicine staff,80550.0,640080.0,19534.5,7.946368715083799,0.24251396648044693,80550.0,3.0,2.0,1.0,148819.5,4.0,2.0,2.0
233560,0,37.52876712328767,5.572602739726028,Very High,5-10 Years,30-40,Low Burden,Higher education,Single / not married,House / apartment,Medicine staff,292500.0,810000.0,40500.0,2.769230769230769,0.13846153846153847,146250.0,5.0,1.0,4.0,471555.0,3.0,2.0,0.0
397791,0,66.26849315068493,,Medium,,60-70,Low Burden,Lower secondary,Married,House / apartment,,162000.0,269550.0,18891.0,1.663888888888889,0.11661111111111111,81000.0,3.0,3.0,0.0,734850.0,1.0,1.0,0.0
355653,0,39.85479452054795,17.153424657534245,Medium,10-20 Years,30-40,Very Low Burden,Higher education,Civil marriage,House / apartment,,157500.0,314100.0,12420.0,1.9942857142857142,0.07885714285714286,78750.0,5.0,0.0,5.0,666850.5,2.0,1.0,0.0
147701,0,58.56164383561644,,Very Low,,50-60,Very Low Burden,Secondary / secondary special,Married,House / apartment,,90000.0,113760.0,6480.0,1.264,0.072,45000.0,7.0,2.0,5.0,3512443.5,8.0,8.0,0.0
234321,0,58.1013698630137,,Low,,50-60,Very High Burden,Secondary / secondary special,Married,House / apartment,,135000.0,664299.0,40770.0,4.920733333333334,0.302,67500.0,2.0,2.0,0.0,373806.0,3.0,2.0,0.0
396720,0,48.18630136986302,13.528767123287672,Low,10-20 Years,40-50,Very High Burden,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0,967500.0,28417.5,8.6,0.2526,56250.0,6.0,3.0,3.0,1502952.84,4.0,3.0,0.0
221188,0,27.649315068493152,0.7863013698630137,High,0-2 Years,20-30,Moderate Burden,Secondary / secondary special,Civil marriage,Municipal apartment,Sales staff,202500.0,640080.0,31261.5,3.160888888888889,0.15437777777777778,67500.0,0.0,0.0,0.0,961704.0,7.0,2.0,2.0
223245,0,21.33150684931507,0.4410958904109589,Very Low,0-2 Years,20-30,Very Low Burden,Secondary / secondary special,Single / not married,With parents,Core staff,90000.0,45000.0,4207.5,0.5,0.04675,90000.0,1.0,1.0,0.0,101209.5,1.0,1.0,0.0
229235,1,30.60821917808219,0.5452054794520548,Low,0-2 Years,30-40,High Burden,Higher education,Married,House / apartment,Accountants,135000.0,922500.0,29758.5,6.833333333333333,0.22043333333333334,67500.0,17.0,2.0,15.0,5803712.46,9.0,4.0,5.0
109492,0,56.50410958904109,5.073972602739726,Low,5-10 Years,50-60,High Burden,Higher education,Married,Municipal apartment,,112500.0,942300.0,27679.5,8.376,0.24604,56250.0,4.0,3.0,1.0,630000.0,3.0,2.0,1.0
207122,0,53.83013698630137,18.736986301369864,Very High,10-20 Years,50-60,High Burden,Higher education,Married,House / apartment,Core staff,261000.0,1359000.0,55350.0,5.206896551724138,0.2120689655172414,130500.0,9.0,6.0,3.0,4145022.0,8.0,6.0,1.0
218594,0,59.92328767123288,7.416438356164384,Very High,5-10 Years,50-60,Very Low Burden,Higher education,Separated,House / apartment,,292500.0,685012.5,29151.0,2.3419230769230768,0.09966153846153847,292500.0,4.0,1.0,3.0,1696500.0,1.0,1.0,0.0
163871,0,44.71780821917808,9.117808219178082,Low,5-10 Years,40-50,Very Low Burden,Secondary / secondary special,Married,House / apartment,Laborers,100854.0,152820.0,7911.0,1.5152596823130466,0.07844012136355524,50427.0,2.0,1.0,1.0,471105.0,1.0,1.0,0.0
340147,0,27.81095890410959,1.2931506849315069,High,0-2 Years,20-30,,Higher education,Married,House / apartment,Security staff,171000.0,486000.0,,2.8421052631578947,,85500.0,1.0,1.0,0.0,45000.0,1.0,1.0,0.0
377227,0,63.0958904109589,,Low,,60-70,High Burden,Secondary / secondary special,Widow,House / apartment,,103500.0,675000.0,24376.5,6.521739130434782,0.23552173913043478,103500.0,9.0,3.0,6.0,1133827.65,3.0,3.0,0.0
192047,0,34.704109589041096,2.063013698630137,Very Low,2-5 Years,30-40,Very High Burden,Lower secondary,Married,House / apartment,Drivers,90000.0,497520.0,59044.5,5.528,0.65605,18000.0,2.0,1.0,1.0,172795.5,4.0,3.0,0.0
401026,0,41.59452054794521,1.9945205479452055,Low,0-2 Years,40-50,Low Burden,Higher education,Married,House / apartment,Core staff,135000.0,382500.0,19125.0,2.8333333333333335,0.14166666666666666,67500.0,0.0,0.0,0.0,961704.0,1.0,1.0,0.0
101083,0,28.7013698630137,3.3835616438356166,Low,2-5 Years,20-30,Moderate Burden,Higher education,Married,House / apartment,,117000.0,450000.0,20979.0,3.8461538461538463,0.1793076923076923,58500.0,6.0,3.0,3.0,274277.25,2.0,1.0,0.0
395682,0,38.087671232876716,6.923287671232877,Low,5-10 Years,30-40,Low Burden,Secondary / secondary special,Civil marriage,With parents,,112500.0,326439.0,11853.0,2.90168,0.10536,56250.0,4.0,1.0,3.0,323325.0,5.0,5.0,0.0
152691,0,48.66575342465753,6.980821917808219,High,5-10 Years,40-50,Very High Burden,Secondary / secondary special,Married,Municipal apartment,High skill tech staff,225000.0,1249740.0,69912.0,5.5544,0.31072,112500.0,7.0,1.0,6.0,6930279.0,1.0,1.0,0.0
408614,0,46.131506849315066,0.5452054794520548,Very Low,0-2 Years,40-50,Very High Burden,Secondary / secondary special,Married,House / apartment,Secretaries,67500.0,724500.0,24075.0,10.733333333333333,0.3566666666666667,22500.0,1.0,0.0,1.0,360000.0,3.0,3.0,0.0
125028,0,46.79178082191781,4.164383561643835,Medium,2-5 Years,40-50,Moderate Burden,Secondary / secondary special,Married,House / apartment,Drivers,157500.0,450000.0,27324.0,2.857142857142857,0.1734857142857143,78750.0,0.0,0.0,0.0,961704.0,2.0,2.0,0.0
342402,0,51.28219178082192,1.484931506849315,Very High,0-2 Years,50-60,Very Low Burden,Higher education,Married,House / apartment,Managers,810000.0,1631605.5,56713.5,2.014327777777778,0.07001666666666667,405000.0,9.0,3.0,6.0,17168879.07,3.0,2.0,1.0
219459,0,51.56438356164384,5.695890410958904,Medium,5-10 Years,50-60,Low Burden,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0,531265.5,20155.5,3.3731142857142857,0.12797142857142857,78750.0,0.0,0.0,0.0,961704.0,6.0,6.0,0.0
303523,0,48.19178082191781,3.1123287671232878,High,2-5 Years,40-50,Low Burden,Higher education,Married,House / apartment,Security staff,180000.0,497520.0,25402.5,2.764,0.141125,60000.0,1.0,0.0,1.0,61785.0,2.0,2.0,0.0
110536,0,59.87397260273973,0.5315068493150685,Very High,0-2 Years,50-60,Low Burden,Secondary / secondary special,Married,House / apartment,Core staff,306000.0,755190.0,31995.0,2.467941176470588,0.10455882352941176,153000.0,1.0,0.0,1.0,35885.925,0.0,0.0,0.0
420668,0,23.246575342465754,0.3424657534246575,Very Low,0-2 Years,20-30,High Burden,Higher education,Married,With parents,Core staff,67500.0,124722.0,14931.0,1.8477333333333332,0.2212,33750.0,2.0,0.0,2.0,181386.0,2.0,2.0,0.0
145461,0,60.59452054794521,,Medium,,60-70,Very High Burden,Secondary / secondary special,Married,House / apartment,,157500.0,1417185.0,41566.5,8.998,0.2639142857142857,78750.0,10.0,2.0,8.0,1683606.375,7.0,5.0,1.0
423865,1,30.268493150684932,4.427397260273972,Low,2-5 Years,30-40,Very High Burden,Secondary / secondary special,Married,House / apartment,Secretaries,112500.0,1058148.0,47947.5,9.40576,0.4262,37500.0,7.0,4.0,3.0,2244443.49,10.0,5.0,1.0
388547,0,41.06575342465754,3.9095890410958902,Low,2-5 Years,40-50,Very High Burden,Secondary / secondary special,Married,House / apartment,Security staff,135000.0,863226.0,44203.5,6.394266666666667,0.32743333333333335,45000.0,1.0,0.0,1.0,225000.0,1.0,1.0,0.0
359010,0,64.47671232876712,,Low,,60-70,Very Low Burden,Secondary / secondary special,Married,House / apartment,,112500.0,202500.0,6268.5,1.8,0.05572,56250.0,5.0,2.0,3.0,615672.0,7.0,3.0,1.0
234964,0,47.97808219178082,8.726027397260275,High,5-10 Years,40-50,Moderate Burden,Secondary / secondary special,Married,House / apartment,,202500.0,1082214.0,31770.0,5.344266666666667,0.15688888888888888,101250.0,7.0,2.0,5.0,1613655.0,3.0,2.0,1.0
252666,0,29.34794520547945,0.5945205479452055,Low,0-2 Years,20-30,Moderate Burden,Secondary / secondary special,Married,House / apartment,Laborers,135000.0,272578.5,19962.0,2.0191,0.14786666666666667,67500.0,10.0,1.0,9.0,6754482.54,7.0,3.0,4.0
426116,0,45.20821917808219,22.232876712328768,High,20+ Years,40-50,Moderate Burden,Secondary / secondary special,Separated,House / apartment,Managers,225000.0,675000.0,33750.0,3.0,0.15,225000.0,5.0,0.0,5.0,400064.94,9.0,8.0,1.0
261466,0,27.698630136986303,1.9917808219178081,Low,0-2 Years,20-30,Moderate Burden,Higher education,Civil marriage,House / apartment,Laborers,112500.0,379237.5,20700.0,3.371,0.184,56250.0,10.0,1.0,9.0,2141100.0,6.0,3.0,2.0
391332,0,35.772602739726025,0.3287671232876712,Very Low,0-2 Years,30-40,Very High Burden,Secondary / secondary special,Civil marriage,House / apartment,Core staff,67500.0,314100.0,17167.5,4.653333333333333,0.25433333333333336,16875.0,0.0,0.0,0.0,961704.0,1.0,1.0,0.0
171714,0,61.0986301369863,,Very Low,,60-70,Very High Burden,Lower secondary,Separated,House / apartment,,90000.0,781920.0,26856.0,8.688,0.2984,90000.0,3.0,2.0,1.0,678552.615,4.0,4.0,0.0
371721,0,40.323287671232876,15.331506849315069,High,10-20 Years,40-50,Low Burden,Secondary / secondary special,Single / not married,With parents,Managers,225000.0,508495.5,23562.0,2.25998,0.10472,225000.0,2.0,0.0,2.0,62532.0,4.0,4.0,0.0
222666,0,30.263013698630136,9.158904109589042,Very High,5-10 Years,30-40,Very High Burden,Secondary / secondary special,Married,House / apartment,,247500.0,1687266.0,64395.0,6.817236363636364,0.2601818181818182,123750.0,15.0,6.0,9.0,3211591.23,2.0,2.0,0.0
206154,0,58.72054794520548,,High,,50-60,Moderate Burden,Higher education,Married,House / apartment,,180000.0,262246.5,27666.0,1.456925,0.1537,90000.0,10.0,1.0,9.0,1077021.0,1.0,1.0,0.0
213047,0,21.654794520547945,0.4904109589041096,Low,0-2 Years,20-30,Very Low Burden,Higher education,Married,House / apartment,Sales staff,112500.0,180000.0,9000.0,1.6,0.08,56250.0,0.0,0.0,0.0,961704.0,3.0,2.0,0.0
438854,0,38.03013698630137,6.936986301369863,Low,5-10 Years,30-40,Very High Burden,Lower secondary,Married,House / apartment,,126000.0,1125000.0,33025.5,8.928571428571429,0.26210714285714287,63000.0,6.0,1.0,5.0,635382.0,10.0,5.0,4.0
450193,0,61.89041095890411,,Very Low,,60-70,High Burden,Secondary / secondary special,Married,House / apartment,,90000.0,247675.5,19296.0,2.75195,0.2144,45000.0,2.0,1.0,1.0,145896.84,3.0,2.0,0.0
384553,0,47.534246575342465,8.547945205479452,High,5-10 Years,40-50,Low Burden,Higher education,Married,House / apartment,Managers,202500.0,450000.0,24412.5,2.2222222222222223,0.12055555555555555,101250.0,30.0,4.0,26.0,5606595.27,19.0,13.0,4.0
161108,0,43.632876712328766,4.632876712328767,Medium,2-5 Years,40-50,Very High Burden,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0,778500.0,41607.0,4.942857142857143,0.26417142857142856,52500.0,6.0,0.0,6.0,975210.75,3.0,3.0,0.0
139430,1,26.265753424657536,5.36986301369863,Very Low,5-10 Years,20-30,Low Burden,Secondary / secondary special,Single / not married,House / apartment,Waiters/barmen staff,67500.0,66222.0,7258.5,0.9810666666666666,0.10753333333333333,33750.0,2.0,2.0,0.0,94522.5,2.0,1.0,1.0
162107,0,42.43287671232877,6.720547945205479,Medium,5-10 Years,40-50,Very High Burden,Secondary / secondary special,Married,House / apartment,Laborers,157500.0,537322.5,42583.5,3.4115714285714285,0.2703714285714286,78750.0,2.0,0.0,2.0,636504.615,14.0,5.0,7.0
449325,0,30.71780821917808,0.9726027397260274,High,0-2 Years,30-40,Moderate Burden,Secondary / secondary special,Married,House / apartment,,202500.0,1061599.5,31171.5,5.242466666666667,0.15393333333333334,67500.0,1.0,0.0,1.0,128241.0,8.0,5.0,0.0
417284,0,42.15890410958904,19.172602739726027,Very High,10-20 Years,40-50,Low Burden,Secondary / secondary special,Married,Office apartment,Core staff,270000.0,1078200.0,38331.0,3.993333333333333,0.14196666666666666,90000.0,12.0,6.0,6.0,5954368.5,3.0,2.0,0.0
326000,0,24.383561643835616,1.4958904109589042,Low,0-2 Years,20-30,High Burden,Secondary / secondary special,Married,Rented apartment,Medicine staff,135000.0,943425.0,26073.0,6.988333333333333,0.19313333333333332,45000.0,6.0,5.0,1.0,577345.5,0.0,0.0,0.0
242588,0,23.706849315068492,5.720547945205479,Very High,5-10 Years,20-30,Very Low Burden,Incomplete higher,Single / not married,House / apartment,Laborers,270000.0,119925.0,12852.0,0.44416666666666665,0.0476,270000.0,6.0,4.0,2.0,2786494.5,4.0,3.0,0.0
172180,0,27.665753424657535,3.282191780821918,High,2-5 Years,20-30,High Burden,Secondary / secondary special,Married,House / apartment,,225000.0,582768.0,45099.0,2.59008,0.20044,112500.0,2.0,2.0,0.0,2358000.0,1.0,1.0,0.0
455308,0,28.58082191780822,6.03013698630137,Very Low,5-10 Years,20-30,Very High Burden,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,72000.0,450000.0,22018.5,6.25,0.3058125,72000.0,3.0,1.0,2.0,135945.0,6.0,3.0,1.0
104223,0,27.59178082191781,0.41643835616438357,Low,0-2 Years,20-30,High Burden,Higher education,Single / not married,House / apartment,Accountants,135000.0,675000.0,32602.5,5.0,0.2415,135000.0,4.0,2.0,1.0,1037250.0,5.0,5.0,0.0
335705,0,47.512328767123286,3.632876712328767,High,2-5 Years,40-50,Very High Burden,Secondary / secondary special,Married,House / apartment,Accountants,225000.0,1687266.0,62527.5,7.49896,0.2779,112500.0,12.0,5.0,7.0,2506314.33,8.0,3.0,4.0
140806,0,62.2,1.2136986301369863,Medium,0-2 Years,60-70,Very Low Burden,Secondary / secondary special,Single / not married,House / apartment,Drivers,157500.0,66222.0,7155.0,0.42045714285714286,0.04542857142857143,157500.0,2.0,0.0,2.0,138914.1,8.0,2.0,6.0
441253,0,36.1013698630137,4.838356164383562,High,2-5 Years,30-40,Moderate Burden,Secondary / secondary special,Civil marriage,House / apartment,Laborers,180000.0,765261.0,30478.5,4.25145,0.169325,90000.0,4.0,1.0,3.0,1815705.0,4.0,4.0,0.0
423633,0,44.45205479452055,21.621917808219177,Very Low,20+ Years,40-50,Very High Burden,Secondary / secondary special,Married,House / apartment,Core staff,74250.0,545040.0,20677.5,7.340606060606061,0.2784848484848485,24750.0,2.0,1.0,1.0,210988.8,3.0,3.0,0.0
301700,0,39.68493150684932,7.495890410958904,Very High,5-10 Years,30-40,Low Burden,Higher education,Married,House / apartment,Accountants,324000.0,545040.0,39627.0,1.6822222222222223,0.12230555555555556,162000.0,3.0,1.0,2.0,1431625.5,1.0,1.0,0.0
403270,0,32.81643835616438,1.6986301369863013,Very High,0-2 Years,30-40,High Burden,Secondary / secondary special,Civil marriage,Municipal apartment,Laborers,252000.0,675000.0,49248.0,2.6785714285714284,0.19542857142857142,63000.0,4.0,3.0,1.0,795773.475,7.0,3.0,2.0
122083,0,36.87397260273973,15.443835616438356,Low,10-20 Years,30-40,Moderate Burden,Secondary / secondary special,Married,Office apartment,,135000.0,239850.0,23719.5,1.7766666666666666,0.1757,67500.0,0.0,0.0,0.0,961704.0,1.0,1.0,0.0
264261,0,55.586301369863016,,High,,50-60,Very High Burden,Higher education,Married,House / apartment,,202500.0,1961217.0,68301.0,9.685022222222223,0.3372888888888889,101250.0,8.0,6.0,2.0,2913067.98,6.0,3.0,1.0
443151,1,44.323287671232876,0.9232876712328767,High,0-2 Years,40-50,Very Low Burden,Secondary / secondary special,Civil marriage,House / apartment,,225000.0,180000.0,9000.0,0.8,0.04,112500.0,3.0,2.0,1.0,1161000.0,3.0,2.0,0.0
349807,0,31.295890410958904,5.235616438356164,Low,5-10 Years,30-40,Low Burden,Secondary / secondary special,Married,With parents,,135000.0,270000.0,14647.5,2.0,0.1085,45000.0,0.0,0.0,0.0,961704.0,11.0,7.0,4.0
138032,0,64.79178082191781,,Medium,,60-70,Very Low Burden,Secondary / secondary special,Married,House / apartment,,157500.0,212656.5,13878.0,1.3502,0.08811428571428571,78750.0,3.0,0.0,3.0,491535.0,0.0,0.0,0.0
286116,0,51.14246575342466,4.1068493150684935,Medium,2-5 Years,50-60,Very High Burden,Higher education,Married,House / apartment,Core staff,157500.0,558706.5,39015.0,3.547342857142857,0.24771428571428572,78750.0,0.0,0.0,0.0,961704.0,1.0,1.0,0.0
274567,0,53.14246575342466,21.339726027397262,Very High,20+ Years,50-60,Very Low Burden,Higher education,Separated,House / apartment,High skill tech staff,270000.0,518562.0,25078.5,1.9206,0.09288333333333333,270000.0,9.0,5.0,4.0,3181108.5,4.0,4.0,0.0
429906,0,28.720547945205478,6.701369863013698,Very High,5-10 Years,20-30,Low Burden,Higher education,Single / not married,House / apartment,High skill tech staff,315000.0,630000.0,34308.0,2.0,0.10891428571428571,315000.0,25.0,8.0,17.0,5021406.0,8.0,3.0,3.0
377913,0,50.16164383561644,1.3205479452054794,High,0-2 Years,50-60,Low Burden,Incomplete higher,Separated,House / apartment,Cooking staff,225000.0,699808.5,27882.0,3.11026,0.12392,225000.0,6.0,2.0,4.0,1387443.78,2.0,1.0,0.0
435367,0,59.5972602739726,,Very Low,,50-60,High Burden,Secondary / secondary special,Married,House / apartment,,67500.0,254700.0,13068.0,3.7733333333333334,0.1936,33750.0,5.0,2.0,3.0,917595.0,0.0,0.0,0.0
114963,0,59.4027397260274,5.638356164383562,High,5-10 Years,50-60,Low Burden,Secondary / secondary special,Widow,House / apartment,,175500.0,485901.0,23503.5,2.768666666666667,0.13392307692307692,175500.0,12.0,4.0,8.0,1482464.025,7.0,6.0,0.0
400323,0,22.183561643835617,0.4273972602739726,Medium,0-2 Years,20-30,Moderate Burden,Secondary / secondary special,Single / not married,House / apartment,Waiters/barmen staff,157500.0,225000.0,24363.0,1.4285714285714286,0.1546857142857143,157500.0,1.0,1.0,0.0,0.0,5.0,3.0,2.0
382500,0,68.01917808219179,,Low,,60-70,High Burden,Secondary / secondary special,Married,House / apartment,,105750.0,254700.0,25321.5,2.4085106382978725,0.2394468085106383,52875.0,3.0,1.0,2.0,452164.5,1.0,1.0,0.0
252794,0,62.25205479452055,,Low,,60-70,Very High Burden,Secondary / secondary special,Married,Municipal apartment,,135000.0,656811.0,35122.5,4.865266666666667,0.26016666666666666,67500.0,8.0,1.0,7.0,1482214.86,2.0,2.0,0.0
207674,0,31.052054794520547,2.6246575342465754,High,2-5 Years,30-40,Moderate Burden,Higher education,Married,House / apartment,Laborers,225000.0,1078200.0,38331.0,4.792,0.17036,75000.0,5.0,4.0,1.0,316129.5,3.0,1.0,1.0
435331,0,45.5972602739726,3.221917808219178,Low,2-5 Years,40-50,Very High Burden,Secondary / secondary special,Single / not married,House / apartment,Drivers,135000.0,835380.0,35523.0,6.188,0.26313333333333333,135000.0,6.0,2.0,4.0,2255409.0,3.0,3.0,0.0
442773,0,32.1013698630137,8.531506849315068,Low,5-10 Years,30-40,High Burden,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,135000.0,337500.0,31360.5,2.5,0.2323,135000.0,5.0,1.0,4.0,253901.745,5.0,4.0,0.0
